Img;Dia;Hora;Pir;Sar;Tar;Tex;Taq;Urt
2018-09-12 12_02_01.png;12_09_2018;12_02_01;297.697;0.227;17.349;31.312;22.758;47.827
2018-09-12 12_02_17.png;12_09_2018;12_02_17;297.774;2.274;17.7;31.195;22.787;48.729
2018-09-12 12_02_32.png;12_09_2018;12_02_32;298.971;0.748;17.41;30.863;22.822;48.891
2018-09-12 12_02_48.png;12_09_2018;12_02_48;302.196;0.871;17.334;30.844;22.853;48.78
2018-09-12 12_03_04.png;12_09_2018;12_03_04;305.756;0.274;17.296;30.818;22.893;49.226
2018-09-12 12_03_20.png;12_09_2018;12_03_20;309.129;0.214;17.717;30.803;22.915;49.855
2018-09-12 12_03_35.png;12_09_2018;12_03_35;308.976;0.573;16.973;30.705;22.91;49.714
2018-09-12 12_03_51.png;12_09_2018;12_03_51;309.128;1.45;16.913;30.46;22.861;50.128
2018-09-12 12_04_07.png;12_09_2018;12_04_07;308.616;0.319;17.201;30.461;22.832;50.76
2018-09-12 12_04_23.png;12_09_2018;12_04_23;308.365;0.311;16.86;30.21;22.763;50.937
2018-09-12 12_04_38.png;12_09_2018;12_04_38;306.963;0.488;17.019;29.914;22.746;51.363
2018-09-12 12_04_54.png;12_09_2018;12_04_54;305.294;0.294;17.359;30.188;22.748;52.571
2018-09-12 12_05_10.png;12_09_2018;12_05_10;304.742;0.843;17.069;29.815;22.75;51.639
2018-09-12 12_05_26.png;12_09_2018;12_05_26;307.676;0.223;17.281;30.035;22.729;52.484
2018-09-12 12_05_41.png;12_09_2018;12_05_41;315.042;0.188;17.534;30.1;22.833;52.329
2018-09-12 12_05_57.png;12_09_2018;12_05_57;344.353;0.198;17.77;30.007;22.826;52.361
2018-09-12 12_06_13.png;12_09_2018;12_06_13;447.779;1.054;17.449;29.912;22.802;51.674
2018-09-12 12_06_28.png;12_09_2018;12_06_28;358.98;0.271;17.777;29.927;22.884;51.635
2018-09-12 12_06_44.png;12_09_2018;12_06_44;355.241;0.295;17.801;29.954;22.872;51.154
2018-09-12 12_07_00.png;12_09_2018;12_07_00;349.325;0.258;18.277;30.076;22.916;51.775
2018-09-12 12_07_16.png;12_09_2018;12_07_16;340.429;1.39;17.862;29.957;22.912;50.982
2018-09-12 12_07_31.png;12_09_2018;12_07_31;330.622;0.444;17.873;30.099;22.877;51.25
2018-09-12 12_07_47.png;12_09_2018;12_07_47;320.794;0.472;17.929;30.119;22.923;51.442
2018-09-12 12_08_03.png;12_09_2018;12_08_03;311.651;1.566;16.99;30.024;22.914;50.36
2018-09-12 12_08_18.png;12_09_2018;12_08_18;303.902;0.279;17.202;30.096;22.863;51.253
2018-09-12 12_08_34.png;12_09_2018;12_08_34;298.271;0.339;17.382;30.141;22.84;51.654
2018-09-12 12_08_50.png;12_09_2018;12_08_50;292.828;0.396;17.106;30.014;22.827;52.483
2018-09-12 12_09_05.png;12_09_2018;12_09_05;288.973;0.255;17.298;30.007;22.961;52.863
2018-09-12 12_09_21.png;12_09_2018;12_09_21;285.536;1.577;17.069;29.674;22.937;52.503
2018-09-12 12_09_37.png;12_09_2018;12_09_37;282.299;0.774;16.992;29.431;22.909;52.651
2018-09-12 12_09_53.png;12_09_2018;12_09_53;280.528;0.815;16.465;29.215;22.894;52.952
2018-09-12 12_10_08.png;12_09_2018;12_10_08;279.838;2.786;16.797;29.264;22.862;53.968
2018-09-12 12_10_24.png;12_09_2018;12_10_24;279.246;0.22;17.194;29.238;22.803;54.193
2018-09-12 12_10_40.png;12_09_2018;12_10_40;280.667;0.301;17.052;29.295;22.888;54.399
2018-09-12 12_10_56.png;12_09_2018;12_10_56;281.51;0.367;17.282;29.303;22.791;54.743
2018-09-12 12_11_11.png;12_09_2018;12_11_11;281.127;0.283;17.086;29.296;22.872;54.431
2018-09-12 12_11_27.png;12_09_2018;12_11_27;280.755;0.459;16.96;28.891;22.855;54.167
2018-09-12 12_11_43.png;12_09_2018;12_11_43;278.969;0.281;16.676;29.061;22.829;54.138
2018-09-12 12_11_59.png;12_09_2018;12_11_59;276.93;0.219;17.206;29.082;22.776;54.853
2018-09-12 12_12_14.png;12_09_2018;12_12_14;275.863;0.227;16.902;29.052;22.777;54.489
2018-09-12 12_12_30.png;12_09_2018;12_12_30;274.676;0.169;17.212;29.009;22.784;55.021
2018-09-12 12_12_46.png;12_09_2018;12_12_46;274.817;0.167;17.349;29.09;22.715;55.23
2018-09-12 12_13_02.png;12_09_2018;12_13_02;275.586;0.253;16.944;28.917;22.784;54.59
2018-09-12 12_13_17.png;12_09_2018;12_13_17;277.91;0.253;17.214;28.909;22.807;54.833
2018-09-12 12_13_33.png;12_09_2018;12_13_33;281.53;0.22;17.231;28.933;22.836;54.947
2018-09-12 12_13_49.png;12_09_2018;12_13_49;284.993;0.297;16.902;28.836;22.87;54.427
2018-09-12 12_14_05.png;12_09_2018;12_14_05;288.255;0.228;17.214;28.962;22.894;55.099
2018-09-12 12_14_20.png;12_09_2018;12_14_20;290.616;0.725;17.231;28.643;22.837;55.057
2018-09-12 12_14_36.png;12_09_2018;12_14_36;293.837;0.291;17.456;28.785;22.814;55.493
2018-09-12 12_14_52.png;12_09_2018;12_14_52;298.091;0.137;17.594;28.935;22.837;55.148
2018-09-12 12_15_08.png;12_09_2018;12_15_08;304.81;0.325;16.903;28.787;22.889;54.614
2018-09-12 12_15_23.png;12_09_2018;12_15_23;312.655;0.174;17.312;28.823;22.83;55.266
2018-09-12 12_15_39.png;12_09_2018;12_15_39;321.942;0.164;17.221;28.855;22.836;55.249
2018-09-12 12_15_55.png;12_09_2018;12_15_55;328.042;0.774;17.448;28.749;22.913;54.778
2018-09-12 12_16_10.png;12_09_2018;12_16_10;330.289;1.617;17.215;28.86;22.842;55.002
2018-09-12 12_16_26.png;12_09_2018;12_16_26;328.613;0.256;17.592;28.821;22.898;55.498
2018-09-12 12_16_42.png;12_09_2018;12_16_42;323.189;0.206;17.586;28.968;22.879;55.642
2018-09-12 12_16_57.png;12_09_2018;12_16_57;315.827;0.185;17.914;29.108;22.859;55.772
2018-09-12 12_17_13.png;12_09_2018;12_17_13;307.635;0.11;18.176;29.165;22.862;55.716
2018-09-12 12_17_29.png;12_09_2018;12_17_29;300.525;0.208;18.039;29.2;22.844;54.431
2018-09-12 12_17_44.png;12_09_2018;12_17_44;295.855;0.252;17.712;29.121;22.792;54.095
2018-09-12 12_18_00.png;12_09_2018;12_18_00;293.718;0.241;17.709;29.189;22.796;54.259
2018-09-12 12_18_16.png;12_09_2018;12_18_16;292.726;1.131;17.195;29.047;22.772;53.583
2018-09-12 12_18_32.png;12_09_2018;12_18_32;292.161;0.473;17.29;29.13;22.819;53.955
2018-09-12 12_18_47.png;12_09_2018;12_18_47;291.751;0.273;17.698;29.11;22.811;54.396
2018-09-12 12_19_03.png;12_09_2018;12_19_03;291.519;0.258;17.664;29.132;22.814;54.83
2018-09-12 12_19_19.png;12_09_2018;12_19_19;290.878;0.238;17.561;29.051;22.811;54.217
2018-09-12 12_19_35.png;12_09_2018;12_19_35;290.995;0.437;17.25;28.871;22.842;54.307
2018-09-12 12_19_50.png;12_09_2018;12_19_50;290.667;0.26;17.48;28.789;22.733;54.745
2018-09-12 12_20_06.png;12_09_2018;12_20_06;291.352;0.285;17.733;28.974;22.739;55.107
2018-09-12 12_20_22.png;12_09_2018;12_20_22;291.985;0.252;17.214;29.002;22.71;54.472
2018-09-12 12_20_38.png;12_09_2018;12_20_38;291.881;0.316;17.656;29.099;22.782;55.213
2018-09-12 12_20_53.png;12_09_2018;12_20_53;289.964;0.151;17.262;28.903;22.846;54.679
2018-09-12 12_21_09.png;12_09_2018;12_21_09;287.773;0.204;17.524;28.796;22.884;54.856
2018-09-12 12_21_25.png;12_09_2018;12_21_25;285.739;0.192;17.748;29.041;22.848;55.643
2018-09-12 12_21_41.png;12_09_2018;12_21_41;284.948;0.195;17.679;28.909;22.866;55.015
2018-09-12 12_21_56.png;12_09_2018;12_21_56;286.927;0.985;17.41;28.821;22.849;54.424
2018-09-12 12_22_12.png;12_09_2018;12_22_12;291.053;0.178;17.581;28.88;22.838;54.286
2018-09-12 12_22_28.png;12_09_2018;12_22_28;299.302;0.875;17.455;28.879;22.768;54.121
2018-09-12 12_22_43.png;12_09_2018;12_22_43;309.624;0.382;17.705;28.945;22.745;54.294
2018-09-12 12_22_59.png;12_09_2018;12_22_59;322.993;0.172;17.733;29.087;22.78;54.953
2018-09-12 12_23_15.png;12_09_2018;12_23_15;342.613;0.502;16.963;28.965;22.776;54.408
2018-09-12 12_23_31.png;12_09_2018;12_23_31;399.523;0.221;17.226;29.122;22.785;54.562
2018-09-12 12_23_46.png;12_09_2018;12_23_46;357.568;0.259;17.345;29.226;22.86;54.865
2018-09-12 12_24_02.png;12_09_2018;12_24_02;335.87;0.279;17.223;29.328;22.8;54.673
2018-09-12 12_24_18.png;12_09_2018;12_24_18;316.496;0.198;16.735;29.322;22.804;53.934
2018-09-12 12_24_33.png;12_09_2018;12_24_33;295.733;0.391;17.415;29.371;22.783;55.238
2018-09-12 12_24_49.png;12_09_2018;12_24_49;273.207;0.306;17.25;29.31;22.731;55.014
2018-09-12 12_25_05.png;12_09_2018;12_25_05;250.71;0.197;17.221;29.262;22.724;54.219
2018-09-12 12_25_20.png;12_09_2018;12_25_20;231.832;0.305;17.281;29.241;22.711;54.232
2018-09-12 12_25_36.png;12_09_2018;12_25_36;213.896;0.183;16.77;29.078;22.684;53.803
2018-09-12 12_25_52.png;12_09_2018;12_25_52;198.797;0.362;16.554;29.018;22.581;54.204
2018-09-12 12_26_08.png;12_09_2018;12_26_08;187.843;0.295;16.716;28.92;22.566;55.213
2018-09-12 12_26_23.png;12_09_2018;12_26_23;180.295;0.228;16.447;28.783;22.467;55.531
2018-09-12 12_26_39.png;12_09_2018;12_26_39;176.314;0.164;16.677;28.678;22.51;56.319
2018-09-12 12_26_55.png;12_09_2018;12_26_55;175.824;0.235;16.815;28.519;22.475;57.139
2018-09-12 12_27_11.png;12_09_2018;12_27_11;178.344;0.426;16.623;28.513;22.435;57.517
2018-09-12 12_27_26.png;12_09_2018;12_27_26;183.446;0.255;16.581;28.376;22.546;58.113
2018-09-12 12_27_42.png;12_09_2018;12_27_42;191.896;0.181;16.716;28.255;22.595;58.683
2018-09-12 12_27_58.png;12_09_2018;12_27_58;204.022;0.283;16.911;28.215;22.572;58.968
2018-09-12 12_28_14.png;12_09_2018;12_28_14;218.005;0.259;16.939;28.243;22.568;59.167
2018-09-12 12_28_29.png;12_09_2018;12_28_29;233.644;0.184;16.981;28.226;22.59;58.98
2018-09-12 12_28_45.png;12_09_2018;12_28_45;252.795;0.46;16.493;28.119;22.562;59.089
2018-09-12 12_29_01.png;12_09_2018;12_29_01;272.117;0.186;17.057;28.152;22.576;59.57
2018-09-12 12_29_17.png;12_09_2018;12_29_17;289.444;0.177;17.355;28.178;22.606;59.974
2018-09-12 12_29_33.png;12_09_2018;12_29_33;303.384;0.179;17.347;28.181;22.718;59.52
2018-09-12 12_29_48.png;12_09_2018;12_29_48;314.344;0.199;17.645;28.188;22.748;59.775
2018-09-12 12_30_04.png;12_09_2018;12_30_04;323.01;0.172;17.288;28.124;22.743;58.625
2018-09-12 12_30_20.png;12_09_2018;12_30_20;330.213;0.129;17.588;28.302;22.719;58.023
2018-09-12 12_30_35.png;12_09_2018;12_30_35;335.098;0.249;17.486;28.239;22.808;57.605
2018-09-12 12_30_51.png;12_09_2018;12_30_51;339.39;0.2;17.823;28.514;22.781;58.212
2018-09-12 12_31_07.png;12_09_2018;12_31_07;343.693;0.216;18.035;28.71;22.855;58.205
2018-09-12 12_31_22.png;12_09_2018;12_31_22;348.325;0.191;17.52;28.864;22.815;55.47
2018-09-12 12_31_38.png;12_09_2018;12_31_38;353.325;0.112;17.801;28.947;22.752;55.164
2018-09-12 12_31_54.png;12_09_2018;12_31_54;358.712;0.225;17.644;29.092;22.881;55.856
2018-09-12 12_32_09.png;12_09_2018;12_32_09;362.43;0.181;17.854;29.14;22.845;55.54
2018-09-12 12_32_25.png;12_09_2018;12_32_25;364.266;0.145;17.682;29.241;22.781;54.804
2018-09-12 12_32_41.png;12_09_2018;12_32_41;364.036;0.152;17.513;29.365;22.859;54.499
2018-09-12 12_32_56.png;12_09_2018;12_32_56;362.765;0.171;17.796;29.415;22.877;55.093
2018-09-12 12_33_12.png;12_09_2018;12_33_12;361.674;0.294;17.185;29.322;22.807;53.467
2018-09-12 12_33_28.png;12_09_2018;12_33_28;362.274;0.182;17.466;29.275;22.8;53.558
2018-09-12 12_33_43.png;12_09_2018;12_33_43;364.615;0.18;17.249;29.32;22.856;52.842
2018-09-12 12_33_59.png;12_09_2018;12_33_59;368.468;0.195;17.86;29.584;22.793;53.353
2018-09-12 12_34_15.png;12_09_2018;12_34_15;374.21;0.248;17.5;29.688;22.853;52.27
2018-09-12 12_34_30.png;12_09_2018;12_34_30;380.049;0.252;18.087;29.773;22.821;53.428
2018-09-12 12_34_46.png;12_09_2018;12_34_46;385.13;0.346;17.383;29.743;22.877;51.892
2018-09-12 12_35_02.png;12_09_2018;12_35_02;389.289;0.496;17.195;29.722;22.925;51.224
2018-09-12 12_35_17.png;12_09_2018;12_35_17;392.29;0.438;17.405;29.85;22.887;51.696
2018-09-12 12_35_33.png;12_09_2018;12_35_33;398.036;0.488;17.161;29.933;22.819;51.594
2018-09-12 12_35_49.png;12_09_2018;12_35_49;399.956;3.048;17.072;29.77;22.935;51.59
2018-09-12 12_36_04.png;12_09_2018;12_36_04;401.85;1.241;16.806;29.679;22.968;51.499
2018-09-12 12_36_20.png;12_09_2018;12_36_20;406.363;1.172;17.142;29.556;22.909;52.292
2018-09-12 12_36_35.png;12_09_2018;12_36_35;411.785;1.412;16.855;29.465;22.938;51.847
2018-09-12 12_36_51.png;12_09_2018;12_36_51;417.865;2.314;16.964;29.538;22.949;52.117
2018-09-12 12_37_07.png;12_09_2018;12_37_07;423.268;0.161;17.471;29.671;22.983;52.469
2018-09-12 12_37_22.png;12_09_2018;12_37_22;427.188;0.162;18.028;29.906;22.97;53.054
2018-09-12 12_37_38.png;12_09_2018;12_37_38;434.18;0.192;17.719;29.799;22.891;51.785
2018-09-12 12_37_54.png;12_09_2018;12_37_54;430.621;0.121;18.025;30.049;22.944;51.644
2018-09-12 12_38_09.png;12_09_2018;12_38_09;422.798;0.189;17.726;30.2;22.884;51.697
2018-09-12 12_38_25.png;12_09_2018;12_38_25;417.634;0.168;17.529;30.233;22.94;50.775
2018-09-12 12_38_41.png;12_09_2018;12_38_41;413.749;0.235;18.179;30.426;23.042;51.754
2018-09-12 12_38_56.png;12_09_2018;12_38_56;410.055;0.296;18.034;30.468;22.983;50.643
2018-09-12 12_39_12.png;12_09_2018;12_39_12;396.429;0.256;17.823;30.45;23;49.646
2018-09-12 12_39_27.png;12_09_2018;12_39_27;385.401;0.186;17.869;30.431;22.99;49.492
2018-09-12 12_39_43.png;12_09_2018;12_39_43;377.116;0.208;17.798;30.159;22.998;49.792
2018-09-12 12_39_59.png;12_09_2018;12_39_59;369.427;0.612;17.622;30.41;22.91;49.987
2018-09-12 12_40_15.png;12_09_2018;12_40_15;362.788;0.265;17.618;30.547;22.984;50.282
2018-09-12 12_40_30.png;12_09_2018;12_40_30;357.243;0.221;17.782;30.545;23.005;50.738
2018-09-12 12_40_46.png;12_09_2018;12_40_46;352.157;0.367;17.286;30.496;22.902;50.495
2018-09-12 12_41_02.png;12_09_2018;12_41_02;349.577;0.234;16.822;30.312;22.886;50.782
2018-09-12 12_41_17.png;12_09_2018;12_41_17;348.279;0.216;17.344;30.36;22.894;51.742
2018-09-12 12_41_33.png;12_09_2018;12_41_33;348.123;0.511;16.833;30.007;22.792;51.338
2018-09-12 12_41_48.png;12_09_2018;12_41_48;349.17;0.189;17.246;30.144;22.852;51.994
2018-09-12 12_42_04.png;12_09_2018;12_42_04;351.495;0.22;17.821;30.161;22.882;52.776
2018-09-12 12_42_20.png;12_09_2018;12_42_20;354.672;1.396;17.587;29.945;22.923;51.829
2018-09-12 12_42_35.png;12_09_2018;12_42_35;359.694;0.81;17.826;29.996;22.934;52.699
2018-09-12 12_42_51.png;12_09_2018;12_42_51;366.431;3.391;16.392;29.819;22.907;51.859
2018-09-12 12_43_07.png;12_09_2018;12_43_07;374.358;0.238;17.4;29.987;22.947;53.143
2018-09-12 12_43_22.png;12_09_2018;12_43_22;381.602;0.668;17.367;29.914;22.923;52.672
2018-09-12 12_43_38.png;12_09_2018;12_43_38;389.092;0.218;17.768;30.157;22.98;52.807
2018-09-12 12_43_54.png;12_09_2018;12_43_54;399.743;0.332;17.656;30.219;23.009;52.335
2018-09-12 12_44_09.png;12_09_2018;12_44_09;422.952;0.241;17.975;30.414;22.848;52.627
2018-09-12 12_44_25.png;12_09_2018;12_44_25;449.618;0.215;17.629;30.437;22.915;51.338
2018-09-12 12_44_41.png;12_09_2018;12_44_41;421.075;2.227;16.858;30.322;22.874;50.665
2018-09-12 12_44_56.png;12_09_2018;12_44_56;416.801;3.019;17.147;30.31;22.867;51.18
2018-09-12 12_45_12.png;12_09_2018;12_45_12;407.491;0.203;17.663;30.366;22.896;50.917
2018-09-12 12_45_28.png;12_09_2018;12_45_28;397.565;0.242;17.882;30.385;22.839;51.247
2018-09-12 12_45_43.png;12_09_2018;12_45_43;388.153;0.626;17.699;30.24;22.878;51.296
2018-09-12 12_45_59.png;12_09_2018;12_45_59;378.668;2.649;16.726;30.289;22.891;50.395
2018-09-12 12_46_14.png;12_09_2018;12_46_14;371.304;0.439;17.116;30.075;22.916;50.643
2018-09-12 12_46_30.png;12_09_2018;12_46_30;363.04;0.265;17.359;30;22.965;51.139
2018-09-12 12_46_46.png;12_09_2018;12_46_46;356.42;0.153;18.057;30.27;22.94;52.821
2018-09-12 12_47_01.png;12_09_2018;12_47_01;352.377;0.247;18.269;30.245;22.867;52.545
2018-09-12 12_47_17.png;12_09_2018;12_47_17;350.945;0.166;17.307;30.3;22.935;50.519
2018-09-12 12_47_33.png;12_09_2018;12_47_33;351.028;0.236;17.982;30.478;22.9;51.808
2018-09-12 12_47_49.png;12_09_2018;12_47_49;352.962;0.272;17.566;30.455;22.89;50.967
2018-09-12 12_48_04.png;12_09_2018;12_48_04;355.437;0.382;17.835;30.502;22.959;51.929
2018-09-12 12_48_20.png;12_09_2018;12_48_20;358.996;0.296;17.464;30.508;23.029;51.765
2018-09-12 12_48_36.png;12_09_2018;12_48_36;358.111;0.751;17.551;30.429;22.948;51.522
2018-09-12 12_48_51.png;12_09_2018;12_48_51;357.97;0.181;17.378;30.435;22.973;51.396
2018-09-12 12_49_07.png;12_09_2018;12_49_07;356.888;0.16;17.001;30.471;22.932;51.125
2018-09-12 12_49_23.png;12_09_2018;12_49_23;356.299;0.26;16.969;30.368;22.896;50.41
2018-09-12 12_49_38.png;12_09_2018;12_49_38;355.535;0.215;17.452;30.515;22.944;50.919
2018-09-12 12_49_54.png;12_09_2018;12_49_54;355.898;0.203;17.639;30.569;22.943;50.998
2018-09-12 12_50_10.png;12_09_2018;12_50_10;356.128;0.187;17.757;30.548;22.835;51.503
2018-09-12 12_50_25.png;12_09_2018;12_50_25;359.218;0.159;17.669;30.577;22.863;50.902
2018-09-12 12_50_41.png;12_09_2018;12_50_41;373.647;0.245;17.639;30.333;22.909;50.929
2018-09-12 12_50_57.png;12_09_2018;12_50_57;364.364;0.182;18.24;30.513;22.885;52.012
2018-09-12 12_51_12.png;12_09_2018;12_51_12;347.449;0.297;17.987;30.425;22.825;50.908
2018-09-12 12_51_28.png;12_09_2018;12_51_28;338.819;0.369;18.377;30.579;22.852;50.778
2018-09-12 12_51_44.png;12_09_2018;12_51_44;330.43;0.285;18.332;30.608;22.811;50.961
2018-09-12 12_51_59.png;12_09_2018;12_51_59;323.157;0.252;17.782;30.504;22.826;50.206
2018-09-12 12_52_15.png;12_09_2018;12_52_15;316.946;0.25;18.035;30.383;22.853;50.347
2018-09-12 12_52_31.png;12_09_2018;12_52_31;311.402;0.351;18.513;30.479;23.006;50.123
2018-09-12 12_52_46.png;12_09_2018;12_52_46;307.091;2.779;17.45;30.35;22.904;49.841
2018-09-12 12_53_02.png;12_09_2018;12_53_02;303.881;0.408;16.828;30.167;22.917;49.936
2018-09-12 12_53_18.png;12_09_2018;12_53_18;302.889;0.558;17.349;30.05;22.881;51.019
2018-09-12 12_53_34.png;12_09_2018;12_53_34;304.571;0.116;17.61;30.151;22.924;51.169
2018-09-12 12_53_49.png;12_09_2018;12_53_49;307.357;1.131;17.315;30.182;22.887;50.96
2018-09-12 12_54_05.png;12_09_2018;12_54_05;311.577;0.175;17.927;30.306;22.867;51.065
2018-09-12 12_54_21.png;12_09_2018;12_54_21;316.038;0.75;18.24;30.39;22.882;51.362
2018-09-12 12_54_37.png;12_09_2018;12_54_37;319.867;1.262;17.773;30.266;22.989;51.243
2018-09-12 12_54_52.png;12_09_2018;12_54_52;323.609;0.736;17.359;30.168;22.983;50.669
2018-09-12 12_55_08.png;12_09_2018;12_55_08;325.725;0.439;17.235;30.12;22.855;51.144
2018-09-12 12_55_24.png;12_09_2018;12_55_24;327.393;0.883;17.466;29.925;22.887;51.39
2018-09-12 12_55_39.png;12_09_2018;12_55_39;329.588;0.552;17.492;29.886;22.948;51.687
2018-09-12 12_55_55.png;12_09_2018;12_55_55;331.816;0.143;18.105;30.219;22.96;52.608
2018-09-12 12_56_11.png;12_09_2018;12_56_11;333.586;0.231;17.566;30.174;22.899;51.325
2018-09-12 12_56_26.png;12_09_2018;12_56_26;334.553;0.123;17.702;30.264;22.929;50.706
2018-09-12 12_56_42.png;12_09_2018;12_56_42;333.926;0.167;18.167;30.396;23.004;52.27
2018-09-12 12_56_58.png;12_09_2018;12_56_58;331.179;0.121;18.311;30.496;22.964;52.025
2018-09-12 12_57_14.png;12_09_2018;12_57_14;328.398;0.175;18.564;30.561;22.959;52.095
2018-09-12 12_57_29.png;12_09_2018;12_57_29;326.313;0.685;18.098;30.312;22.907;50.69
2018-09-12 12_57_45.png;12_09_2018;12_57_45;324.14;0.399;17.686;30.347;22.912;50.468
2018-09-12 12_58_01.png;12_09_2018;12_58_01;323.22;0.164;17.763;30.406;22.9;50.455
2018-09-12 12_58_16.png;12_09_2018;12_58_16;323.9;0.149;18.135;30.559;22.972;51.391
2018-09-12 12_58_32.png;12_09_2018;12_58_32;325.999;0.178;18.347;30.58;22.933;51.408
2018-09-12 12_58_48.png;12_09_2018;12_58_48;330.514;0.205;18.384;30.529;22.982;50.385
2018-09-12 12_59_03.png;12_09_2018;12_59_03;337.3;0.338;17.747;30.578;22.967;49.786
2018-09-12 12_59_19.png;12_09_2018;12_59_19;347.158;0.195;17.818;30.345;22.964;49.811
2018-09-12 12_59_35.png;12_09_2018;12_59_35;359.402;0.25;17.963;30.567;22.978;49.861
2018-09-12 12_59_51.png;12_09_2018;12_59_51;371.332;0.415;17.762;30.493;23.028;49.376
2018-09-12 13_00_06.png;12_09_2018;13_00_06;384.502;0.428;17.411;30.447;23.03;49.105
2018-09-12 13_00_22.png;12_09_2018;13_00_22;394.67;2.678;16.925;30.287;23.027;49.052
2018-09-12 13_00_37.png;12_09_2018;13_00_37;398.155;0.251;17.428;30.245;22.985;49.929
2018-09-12 13_00_53.png;12_09_2018;13_00_53;399.194;0.409;17.965;30.322;23.008;50.922
2018-09-12 13_01_09.png;12_09_2018;13_01_09;391.102;0.21;17.174;30.288;22.993;49.597
2018-09-12 13_01_24.png;12_09_2018;13_01_24;381.976;0.254;17.976;30.449;22.952;50.857
2018-09-12 13_01_40.png;12_09_2018;13_01_40;372.198;0.737;17.896;30.333;22.981;50.686
2018-09-12 13_01_56.png;12_09_2018;13_01_56;362.46;0.177;18.07;30.591;23.049;50.517
2018-09-12 13_02_11.png;12_09_2018;13_02_11;350.045;0.129;18.417;30.637;23.001;50.595
2018-09-12 13_02_27.png;12_09_2018;13_02_27;335.484;0.097;18.891;30.772;23.004;50.72
2018-09-12 13_02_43.png;12_09_2018;13_02_43;322.761;1.244;18.4;30.691;22.967;49.732
2018-09-12 13_02_58.png;12_09_2018;13_02_58;312.547;0.205;18.779;30.683;22.948;49.541
2018-09-12 13_03_14.png;12_09_2018;13_03_14;303.882;1.581;18.342;30.63;22.933;48.537
2018-09-12 13_03_30.png;12_09_2018;13_03_30;296.588;0.255;18.153;30.597;22.901;48.987
2018-09-12 13_03_46.png;12_09_2018;13_03_46;291.532;0.885;18.681;30.675;22.939;49.083
2018-09-12 13_04_01.png;12_09_2018;13_04_01;289.427;0.197;18.575;30.671;22.859;49.222
2018-09-12 13_04_17.png;12_09_2018;13_04_17;290.524;0.104;18.959;30.936;22.901;49.015
2018-09-12 13_04_33.png;12_09_2018;13_04_33;293.705;0.426;18.155;30.793;22.867;48.122
2018-09-12 13_04_48.png;12_09_2018;13_04_48;297.124;0.929;17.446;30.568;22.912;48.357
2018-09-12 13_05_04.png;12_09_2018;13_05_04;299.62;0.39;17.679;30.585;23.004;48.954
2018-09-12 13_05_20.png;12_09_2018;13_05_20;300.81;0.182;17.794;30.516;22.946;49.818
2018-09-12 13_05_36.png;12_09_2018;13_05_36;299.57;0.148;18.058;30.617;22.939;49.445
2018-09-12 13_05_51.png;12_09_2018;13_05_51;297.148;0.097;18.606;30.702;22.936;50.034
2018-09-12 13_06_07.png;12_09_2018;13_06_07;292.914;0.223;18.652;30.684;22.923;50.19
2018-09-12 13_06_23.png;12_09_2018;13_06_23;287.046;0.18;18.929;30.738;22.92;50.534
2018-09-12 13_06_39.png;12_09_2018;13_06_39;280.877;0.207;18.631;30.809;22.873;50.179
2018-09-12 13_06_54.png;12_09_2018;13_06_54;273.703;0.261;17.767;30.791;22.94;49.233
2018-09-12 13_07_10.png;12_09_2018;13_07_10;266.99;0.284;18.147;30.729;22.872;49.779
2018-09-12 13_07_26.png;12_09_2018;13_07_26;260.442;0.308;17.883;30.725;22.902;50.586
2018-09-12 13_07_41.png;12_09_2018;13_07_41;254.915;0.3;17.624;30.687;22.881;50.726
2018-09-12 13_07_57.png;12_09_2018;13_07_57;248.569;0.242;17.794;30.567;22.886;50.905
2018-09-12 13_08_13.png;12_09_2018;13_08_13;243.486;0.291;17.623;30.515;22.849;51.087
2018-09-12 13_08_29.png;12_09_2018;13_08_29;239.259;0.16;17.727;30.503;22.882;51.147
2018-09-12 13_08_44.png;12_09_2018;13_08_44;236.802;0.141;17.959;30.386;22.851;51.297
2018-09-12 13_09_00.png;12_09_2018;13_09_00;234.967;0.747;17.303;30.262;22.834;50.649
2018-09-12 13_09_16.png;12_09_2018;13_09_16;235.965;0.215;17.585;30.26;22.78;51.091
2018-09-12 13_09_32.png;12_09_2018;13_09_32;238.227;0.152;17.653;30.15;22.901;51.041
2018-09-12 13_09_48.png;12_09_2018;13_09_48;242.295;0.22;17.787;30.039;22.848;51.487
2018-09-12 13_10_03.png;12_09_2018;13_10_03;247.867;0.266;17.779;29.743;22.937;51.317
2018-09-12 13_10_19.png;12_09_2018;13_10_19;254.741;0.171;18.206;29.98;22.948;52.123
2018-09-12 13_10_35.png;12_09_2018;13_10_35;261.812;0.147;18.12;30.069;23.031;52.356
2018-09-12 13_10_50.png;12_09_2018;13_10_50;268.451;0.912;17.677;29.934;22.945;51.518
2018-09-12 13_11_06.png;12_09_2018;13_11_06;274.042;0.185;17.978;29.931;22.958;51.914
2018-09-12 13_11_22.png;12_09_2018;13_11_22;278.168;0.165;17.535;29.785;22.965;51.326
2018-09-12 13_11_38.png;12_09_2018;13_11_38;281.082;0.417;17.621;29.722;22.984;51.845
2018-09-12 13_11_53.png;12_09_2018;13_11_53;282.7;0.25;17.415;29.716;22.934;51.713
