Img;Dia;Hora;Pir;Sar;Tar;Tex;Taq;Urt
2018-09-04 16_41_53.png;04_09_2018;16_41_53;46.162;0.054;10.046;15.884;16.35;28.268
2018-09-04 16_42_09.png;04_09_2018;16_42_09;46.893;0.054;10.042;15.872;16.315;28.403
2018-09-04 16_42_24.png;04_09_2018;16_42_24;47.921;0.117;9.925;15.858;16.357;28.442
2018-09-04 16_42_40.png;04_09_2018;16_42_40;48.898;0.033;9.948;15.893;16.312;28.374
2018-09-04 16_42_56.png;04_09_2018;16_42_56;50.103;0.019;10.043;15.903;16.347;28.467
2018-09-04 16_43_12.png;04_09_2018;16_43_12;52.013;0.02;10.139;15.948;16.321;28.6
2018-09-04 16_43_27.png;04_09_2018;16_43_27;53.566;0.015;10.287;15.947;16.303;28.611
2018-09-04 16_43_43.png;04_09_2018;16_43_43;55.503;0.371;10.242;15.966;16.293;28.654
2018-09-04 16_43_59.png;04_09_2018;16_43_59;57.358;0.288;10.174;15.99;16.292;28.68
2018-09-04 16_44_15.png;04_09_2018;16_44_15;60.121;0.104;10.265;16.005;16.259;28.748
2018-09-04 16_44_31.png;04_09_2018;16_44_31;67.031;0.336;10.402;16.067;16.279;28.772
2018-09-04 16_44_46.png;04_09_2018;16_44_46;64.29;0.409;10.376;16.107;16.285;28.797
2018-09-04 16_45_02.png;04_09_2018;16_45_02;65.209;0.188;10.268;16.132;16.263;28.819
2018-09-04 16_45_18.png;04_09_2018;16_45_18;67.139;0.971;10.136;16.137;16.294;28.935
2018-09-04 16_45_34.png;04_09_2018;16_45_34;68.958;0.57;10.123;16.153;16.263;29.031
2018-09-04 16_45_49.png;04_09_2018;16_45_49;71.405;0.83;10.086;16.168;16.267;29.094
2018-09-04 16_46_05.png;04_09_2018;16_46_05;73.956;0.322;10.14;16.189;16.228;29.284
2018-09-04 16_46_21.png;04_09_2018;16_46_21;77.553;0.131;10.333;16.204;16.24;29.431
2018-09-04 16_46_37.png;04_09_2018;16_46_37;81.516;0.235;10.345;16.219;16.238;29.495
2018-09-04 16_46_53.png;04_09_2018;16_46_53;85.943;0.396;10.383;16.261;16.266;29.585
2018-09-04 16_47_08.png;04_09_2018;16_47_08;91.067;0.33;10.446;16.227;16.254;29.712
2018-09-04 16_47_24.png;04_09_2018;16_47_24;96.964;0.238;10.403;16.32;16.222;29.682
2018-09-04 16_47_40.png;04_09_2018;16_47_40;102.28;0.12;10.477;16.395;16.263;29.764
2018-09-04 16_47_56.png;04_09_2018;16_47_56;107.115;0.101;10.633;16.466;16.249;29.864
2018-09-04 16_48_11.png;04_09_2018;16_48_11;112.404;0.051;10.739;16.537;16.241;29.925
2018-09-04 16_48_27.png;04_09_2018;16_48_27;117.377;0.413;10.629;16.581;16.252;29.895
2018-09-04 16_48_43.png;04_09_2018;16_48_43;123.324;0.086;10.812;16.698;16.242;29.974
2018-09-04 16_48_59.png;04_09_2018;16_48_59;127.751;0.044;10.963;16.815;16.22;30.041
2018-09-04 16_49_14.png;04_09_2018;16_49_14;134.627;0.018;11.125;16.991;16.214;30.084
2018-09-04 16_49_30.png;04_09_2018;16_49_30;130.04;0.021;11.194;17.028;16.23;30.024
2018-09-04 16_49_46.png;04_09_2018;16_49_46;131.387;0.058;11.338;17.091;16.235;30.006
2018-09-04 16_50_02.png;04_09_2018;16_50_02;130.925;0.022;11.379;17.166;16.266;30.036
2018-09-04 16_50_17.png;04_09_2018;16_50_17;131.658;0.027;11.506;17.203;16.237;30.083
2018-09-04 16_50_33.png;04_09_2018;16_50_33;132.617;0.044;11.388;17.246;16.214;30.088
2018-09-04 16_50_49.png;04_09_2018;16_50_49;134.306;0.362;11.401;17.339;16.284;30.101
2018-09-04 16_51_05.png;04_09_2018;16_51_05;135.719;0.257;11.106;17.378;16.272;30.128
2018-09-04 16_51_20.png;04_09_2018;16_51_20;136.608;0.046;11.333;17.501;16.291;30.237
2018-09-04 16_51_36.png;04_09_2018;16_51_36;137.569;0.048;11.32;17.6;16.206;30.243
2018-09-04 16_51_52.png;04_09_2018;16_51_52;138.564;0.032;11.297;17.693;16.224;30.299
2018-09-04 16_52_08.png;04_09_2018;16_52_08;137.55;0.045;11.259;17.78;16.208;30.289
2018-09-04 16_52_23.png;04_09_2018;16_52_23;136.496;0.511;10.944;17.84;16.201;30.386
2018-09-04 16_52_39.png;04_09_2018;16_52_39;134.289;0.086;10.884;17.912;16.255;30.021
2018-09-04 16_52_55.png;04_09_2018;16_52_55;132.338;0.049;11.117;17.974;16.219;30.174
2018-09-04 16_53_11.png;04_09_2018;16_53_11;130.416;0.036;11.193;18.016;16.196;30.329
2018-09-04 16_53_27.png;04_09_2018;16_53_27;128.373;0.035;11.212;18.066;16.197;30.414
2018-09-04 16_53_42.png;04_09_2018;16_53_42;127.186;0.011;11.154;18.103;16.172;30.422
2018-09-04 16_53_58.png;04_09_2018;16_53_58;126.393;0.007;11.107;18.176;16.176;30.502
2018-09-04 16_54_14.png;04_09_2018;16_54_14;126.69;0.021;11.32;18.189;16.167;30.56
2018-09-04 16_54_30.png;04_09_2018;16_54_30;127.31;0.013;11.268;18.282;16.197;30.436
2018-09-04 16_54_45.png;04_09_2018;16_54_45;127.138;0.025;11.333;18.341;16.182;30.546
2018-09-04 16_55_01.png;04_09_2018;16_55_01;126.709;0.026;11.298;18.419;16.166;30.657
2018-09-04 16_55_17.png;04_09_2018;16_55_17;127.036;0.034;11.3;18.468;16.155;30.696
2018-09-04 16_55_33.png;04_09_2018;16_55_33;129.017;0.029;11.203;18.554;16.138;30.744
2018-09-04 16_55_48.png;04_09_2018;16_55_48;152.175;0.04;11.102;18.652;16.133;30.708
2018-09-04 16_56_04.png;04_09_2018;16_56_04;245.565;0.022;11.253;19.166;16.111;30.889
2018-09-04 16_56_20.png;04_09_2018;16_56_20;286.808;0.033;11.472;19.767;16.156;30.948
2018-09-04 16_56_36.png;04_09_2018;16_56_36;244.514;0.046;11.794;20.179;16.123;30.932
2018-09-04 16_56_52.png;04_09_2018;16_56_52;276.419;0.041;11.781;20.378;16.131;30.742
2018-09-04 16_57_08.png;04_09_2018;16_57_08;273.089;0.035;12.031;20.643;16.117;30.645
2018-09-04 16_57_23.png;04_09_2018;16_57_23;268.474;0.027;12.139;20.848;16.117;30.654
2018-09-04 16_57_39.png;04_09_2018;16_57_39;263.082;0.029;12.409;21.08;16.115;30.713
2018-09-04 16_57_55.png;04_09_2018;16_57_55;258.9;0.028;12.456;21.313;16.141;30.831
2018-09-04 16_58_10.png;04_09_2018;16_58_10;254.417;0.006;12.639;21.505;16.141;30.858
2018-09-04 16_58_26.png;04_09_2018;16_58_26;249.3;0.041;12.768;21.675;16.12;30.74
2018-09-04 16_58_42.png;04_09_2018;16_58_42;244.465;0.049;12.858;21.829;16.119;30.731
2018-09-04 16_58_58.png;04_09_2018;16_58_58;241.382;0.062;12.884;21.966;16.131;30.616
2018-09-04 16_59_13.png;04_09_2018;16_59_13;237.825;0.025;13.264;22.078;16.112;30.625
2018-09-04 16_59_29.png;04_09_2018;16_59_29;233.886;0.088;13.609;22.231;16.067;30.622
2018-09-04 16_59_45.png;04_09_2018;16_59_45;229.567;0.029;13.902;22.409;16.06;30.655
2018-09-04 17_00_01.png;04_09_2018;17_00_01;226.11;0.031;13.95;22.53;16.101;30.64
2018-09-04 17_00_16.png;04_09_2018;17_00_16;222.88;0.209;13.807;22.652;16.107;30.692
2018-09-04 17_00_32.png;04_09_2018;17_00_32;220.938;0.045;13.901;22.783;16.109;30.707
2018-09-04 17_00_48.png;04_09_2018;17_00_48;217.723;0.031;14.183;22.884;16.088;30.657
2018-09-04 17_01_04.png;04_09_2018;17_01_04;215.348;0.007;14.087;22.995;16.096;30.606
2018-09-04 17_01_19.png;04_09_2018;17_01_19;213.735;0.008;13.972;23.072;16.095;30.511
2018-09-04 17_01_35.png;04_09_2018;17_01_35;211.435;0.009;14.038;23.229;16.079;30.65
2018-09-04 17_01_51.png;04_09_2018;17_01_51;209.22;0.01;14.163;23.32;16.099;30.649
2018-09-04 17_02_07.png;04_09_2018;17_02_07;207.336;0.007;14.174;23.442;16.086;30.624
2018-09-04 17_02_23.png;04_09_2018;17_02_23;206.09;0.001;14.147;23.507;16.113;30.594
2018-09-04 17_02_38.png;04_09_2018;17_02_38;204.485;0.027;14.196;23.61;16.122;30.644
2018-09-04 17_02_54.png;04_09_2018;17_02_54;202.414;0.029;14.224;23.694;16.109;30.706
2018-09-04 17_03_10.png;04_09_2018;17_03_10;200.788;0.045;14.198;23.756;16.104;30.705
2018-09-04 17_03_26.png;04_09_2018;17_03_26;199.28;0.039;13.842;23.813;16.112;30.557
2018-09-04 17_03_41.png;04_09_2018;17_03_41;197.77;0.046;13.56;23.869;16.125;30.233
2018-09-04 17_03_57.png;04_09_2018;17_03_57;195.317;0.035;13.139;23.895;16.11;29.694
2018-09-04 17_04_13.png;04_09_2018;17_04_13;194.216;0.062;12.953;23.909;16.143;30.088
2018-09-04 17_04_29.png;04_09_2018;17_04_29;192.431;0.031;12.833;23.954;16.215;30.517
2018-09-04 17_04_44.png;04_09_2018;17_04_44;191.375;0.042;12.635;23.927;16.149;30.656
2018-09-04 17_05_00.png;04_09_2018;17_05_00;190.302;0.054;12.472;23.895;16.163;30.683
2018-09-04 17_05_16.png;04_09_2018;17_05_16;182.58;0.052;12.709;23.863;16.129;30.909
2018-09-04 17_05_32.png;04_09_2018;17_05_32;144.337;0.037;12.751;23.548;16.131;30.962
2018-09-04 17_05_47.png;04_09_2018;17_05_47;174.977;0.032;12.427;23.629;16.117;31.024
2018-09-04 17_06_03.png;04_09_2018;17_06_03;163.94;0.035;12.308;23.638;16.109;31.125
2018-09-04 17_06_19.png;04_09_2018;17_06_19;160.391;0.039;12.292;23.634;16.122;31.176
2018-09-04 17_06_35.png;04_09_2018;17_06_35;179.664;0.029;12.213;23.591;16.105;31.375
2018-09-04 17_06_50.png;04_09_2018;17_06_50;180.622;0.027;12.034;23.671;16.106;31.097
2018-09-04 17_07_06.png;04_09_2018;17_07_06;179.44;0.034;12.103;23.688;16.111;31.456
2018-09-04 17_07_22.png;04_09_2018;17_07_22;177.771;0.02;12.826;23.672;16.116;31.362
2018-09-04 17_07_37.png;04_09_2018;17_07_37;177.132;0.015;12.648;23.67;16.139;31.535
2018-09-04 17_07_53.png;04_09_2018;17_07_53;175.788;0;12.333;23.692;16.145;32.022
2018-09-04 17_08_09.png;04_09_2018;17_08_09;174.518;0.011;12.626;23.638;16.128;32.317
2018-09-04 17_08_25.png;04_09_2018;17_08_25;173.156;0;12.7;23.65;16.144;32.254
2018-09-04 17_08_40.png;04_09_2018;17_08_40;171.742;0.001;13.105;23.697;16.166;32.356
2018-09-04 17_08_56.png;04_09_2018;17_08_56;170.15;0.002;12.965;23.694;16.16;32.521
2018-09-04 17_09_12.png;04_09_2018;17_09_12;169.568;0.003;12.968;23.721;16.171;32.541
2018-09-04 17_09_28.png;04_09_2018;17_09_28;168.356;0;13.644;23.753;16.159;32.591
2018-09-04 17_09_44.png;04_09_2018;17_09_44;167.569;0;13.208;23.774;16.225;32.521
2018-09-04 17_09_59.png;04_09_2018;17_09_59;166.372;0;13.665;23.804;16.195;32.476
2018-09-04 17_10_15.png;04_09_2018;17_10_15;165.853;0;13.639;23.838;16.153;32.843
2018-09-04 17_10_31.png;04_09_2018;17_10_31;165.167;0;13.596;23.856;16.132;32.827
2018-09-04 17_10_47.png;04_09_2018;17_10_47;160.172;0;13.792;23.88;16.172;32.526
2018-09-04 17_11_02.png;04_09_2018;17_11_02;163.335;0.145;13.439;23.895;16.207;32.661
2018-09-04 17_11_18.png;04_09_2018;17_11_18;162.314;0.007;13.346;23.916;16.139;32.618
2018-09-04 17_11_34.png;04_09_2018;17_11_34;160.699;0.033;13.752;23.944;16.148;32.955
2018-09-04 17_11_50.png;04_09_2018;17_11_50;160.161;0.022;13.603;23.966;16.164;33.097
2018-09-04 17_12_05.png;04_09_2018;17_12_05;159.82;0.029;13.669;23.96;16.16;32.993
2018-09-04 17_12_21.png;04_09_2018;17_12_21;157.915;0.011;13.443;24.001;16.143;33.251
2018-09-04 17_12_37.png;04_09_2018;17_12_37;157.06;0.014;13.517;24.04;16.133;33.388
2018-09-04 17_12_53.png;04_09_2018;17_12_53;153.959;0.013;13.543;24.006;16.149;33.222
2018-09-04 17_13_08.png;04_09_2018;17_13_08;154.318;0.025;13.082;24.043;16.115;33.272
2018-09-04 17_13_24.png;04_09_2018;17_13_24;150.621;0.006;14.085;24.025;16.121;33.6
2018-09-04 17_13_40.png;04_09_2018;17_13_40;149.156;0.013;14.152;23.999;16.108;33.725
2018-09-04 17_13_56.png;04_09_2018;17_13_56;150.945;0.019;13.912;24.006;16.105;33.896
2018-09-04 17_14_11.png;04_09_2018;17_14_11;151.595;0.011;13.918;24.046;16.109;33.876
2018-09-04 17_14_27.png;04_09_2018;17_14_27;151.222;0.013;13.596;24.04;16.079;33.636
2018-09-04 17_14_43.png;04_09_2018;17_14_43;150.143;0.015;13.521;24.025;16.048;33.447
2018-09-04 17_14_59.png;04_09_2018;17_14_59;150.342;0;13.137;23.969;16.098;33.764
2018-09-04 17_15_14.png;04_09_2018;17_15_14;150.343;0.006;13.208;24.018;16.136;33.968
2018-09-04 17_15_30.png;04_09_2018;17_15_30;150.147;0.026;12.947;24.025;16.143;34.002
2018-09-04 17_15_46.png;04_09_2018;17_15_46;149.637;0.006;13.08;23.996;16.152;34.365
2018-09-04 17_16_02.png;04_09_2018;17_16_02;149.498;0.003;13.285;23.988;16.116;34.385
2018-09-04 17_16_17.png;04_09_2018;17_16_17;148.462;0.019;12.915;23.974;16.132;34.359
2018-09-04 17_16_33.png;04_09_2018;17_16_33;147.347;0.022;12.535;23.98;16.111;34.153
2018-09-04 17_16_49.png;04_09_2018;17_16_49;146.571;0;12.301;23.965;16.113;34.617
2018-09-04 17_17_05.png;04_09_2018;17_17_05;145.295;0;12.35;23.952;16.109;34.079
2018-09-04 17_17_20.png;04_09_2018;17_17_20;144.487;0.018;12.032;23.87;16.116;34.329
2018-09-04 17_17_36.png;04_09_2018;17_17_36;140.805;0.011;11.769;23.749;16.102;34.313
2018-09-04 17_17_52.png;04_09_2018;17_17_52;132.348;0.015;11.461;23.613;16.116;34.661
2018-09-04 17_18_08.png;04_09_2018;17_18_08;118.966;0.011;11.854;23.432;16.116;34.96
2018-09-04 17_18_23.png;04_09_2018;17_18_23;105.616;0.272;11.578;23.234;16.106;32.864
2018-09-04 17_18_39.png;04_09_2018;17_18_39;91.118;0.046;11.77;22.979;16.142;33.296
2018-09-04 17_18_55.png;04_09_2018;17_18_55;82.026;0.157;11.838;22.767;16.165;34.452
2018-09-04 17_19_11.png;04_09_2018;17_19_11;75.85;0.064;11.911;22.59;16.166;35.085
2018-09-04 17_19_27.png;04_09_2018;17_19_27;66.645;0.051;11.907;22.287;16.148;34.444
2018-09-04 17_19_42.png;04_09_2018;17_19_42;58.532;0.094;11.477;22.138;16.113;34.5
2018-09-04 17_19_58.png;04_09_2018;17_19_58;58.965;0.053;11.4;21.855;16.087;35.244
2018-09-04 17_20_14.png;04_09_2018;17_20_14;59.259;0.069;11.333;21.754;16.067;35.985
2018-09-04 17_20_30.png;04_09_2018;17_20_30;56.486;0.21;11.264;21.591;16.114;36.361
2018-09-04 17_20_45.png;04_09_2018;17_20_45;53.945;0.106;11.288;21.346;16.084;36.569
2018-09-04 17_21_01.png;04_09_2018;17_21_01;50.349;0.085;11.212;21.11;16.123;36.793
2018-09-04 17_21_17.png;04_09_2018;17_21_17;50.362;0.091;11.225;20.995;16.125;37.191
2018-09-04 17_21_33.png;04_09_2018;17_21_33;49.183;0.366;11.153;20.786;16.14;37.76
2018-09-04 17_21_49.png;04_09_2018;17_21_49;49.328;0.124;11.184;20.626;16.123;37.646
2018-09-04 17_22_04.png;04_09_2018;17_22_04;50.921;0.131;11.127;20.398;16.147;37.837
2018-09-04 17_22_20.png;04_09_2018;17_22_20;48.898;0.926;11.068;20.26;16.156;38.127
2018-09-04 17_22_36.png;04_09_2018;17_22_36;47.356;0.056;11.125;20.065;16.142;38.978
2018-09-04 17_22_52.png;04_09_2018;17_22_52;46.641;0.042;11.236;19.835;16.124;39.423
2018-09-04 17_23_07.png;04_09_2018;17_23_07;47.069;0.078;11.278;19.667;16.151;39.15
2018-09-04 17_23_23.png;04_09_2018;17_23_23;47.771;0.332;11.167;19.565;16.097;39.705
2018-09-04 17_23_39.png;04_09_2018;17_23_39;48.139;0.058;11.143;19.394;16.128;40.336
2018-09-04 17_23_55.png;04_09_2018;17_23_55;48.624;0.035;11.232;19.271;16.079;40.824
2018-09-04 17_24_11.png;04_09_2018;17_24_11;48.886;0.054;11.251;19.115;16.079;41.237
2018-09-04 17_24_26.png;04_09_2018;17_24_26;48.728;0.106;11.295;19.037;16.063;41.275
2018-09-04 17_24_42.png;04_09_2018;17_24_42;48.308;0.086;11.323;18.909;16.08;41.426
2018-09-04 17_24_58.png;04_09_2018;17_24_58;48.745;0.057;11.286;18.754;16.123;41.775
2018-09-04 17_25_14.png;04_09_2018;17_25_14;49.177;0.129;11.345;18.696;16.081;41.975
2018-09-04 17_25_30.png;04_09_2018;17_25_30;49.82;0.073;11.509;18.599;16.129;42.522
2018-09-04 17_25_45.png;04_09_2018;17_25_45;49.773;0.08;11.419;18.509;16.088;42.614
2018-09-04 17_26_01.png;04_09_2018;17_26_01;49.759;0.056;11.513;18.5;16.06;42.715
2018-09-04 17_26_17.png;04_09_2018;17_26_17;49.68;0.073;11.435;18.426;16.047;42.967
2018-09-04 17_26_33.png;04_09_2018;17_26_33;50.011;0.109;11.563;18.376;16.064;43.173
2018-09-04 17_26_49.png;04_09_2018;17_26_49;49.806;0.066;11.509;18.294;16.056;43.249
2018-09-04 17_27_04.png;04_09_2018;17_27_04;49.592;0.114;11.532;18.271;16.065;43.201
2018-09-04 17_27_20.png;04_09_2018;17_27_20;48.929;0.146;11.483;18.186;16.096;43.25
2018-09-04 17_27_36.png;04_09_2018;17_27_36;48.773;0.189;11.512;18.179;16.052;43.269
2018-09-04 17_27_52.png;04_09_2018;17_27_52;47.683;0.137;11.504;18.094;16.018;43.502
2018-09-04 17_28_08.png;04_09_2018;17_28_08;47.912;0.081;11.502;18.05;16.075;43.661
2018-09-04 17_28_23.png;04_09_2018;17_28_23;47.471;0.148;11.569;17.948;16.062;43.787
2018-09-04 17_28_39.png;04_09_2018;17_28_39;47.305;0.162;11.523;17.952;16.018;43.678
2018-09-04 17_28_55.png;04_09_2018;17_28_55;47.211;0.061;11.561;17.86;16.056;43.775
2018-09-04 17_29_11.png;04_09_2018;17_29_11;46.974;0.069;11.545;17.798;16.076;44.028
2018-09-04 17_29_27.png;04_09_2018;17_29_27;46.836;0.081;11.524;17.775;16.064;44.049
2018-09-04 17_29_42.png;04_09_2018;17_29_42;46.424;0.089;11.591;17.744;16.017;44.263
2018-09-04 17_29_58.png;04_09_2018;17_29_58;46.583;0.139;11.553;17.717;16.015;44.332
2018-09-04 17_30_14.png;04_09_2018;17_30_14;46.921;0.102;11.524;17.648;16.014;44.314
2018-09-04 17_30_30.png;04_09_2018;17_30_30;47.206;0.099;11.574;17.639;15.986;44.498
2018-09-04 17_30_45.png;04_09_2018;17_30_45;47.374;0.053;11.601;17.546;15.995;44.469
2018-09-04 17_31_01.png;04_09_2018;17_31_01;47.416;0.051;11.595;17.543;16.004;44.634
2018-09-04 17_31_17.png;04_09_2018;17_31_17;47.02;0.153;11.597;17.561;16.019;44.677
2018-09-04 17_31_33.png;04_09_2018;17_31_33;47.481;0.105;11.563;17.518;16.032;44.702
2018-09-04 17_31_49.png;04_09_2018;17_31_49;47.733;0.102;11.569;17.479;16.056;44.807
2018-09-04 17_32_04.png;04_09_2018;17_32_04;47.902;0.05;11.6;17.454;15.977;45.069
2018-09-04 17_32_20.png;04_09_2018;17_32_20;48.078;0.042;11.629;17.413;15.976;45.305
2018-09-04 17_32_36.png;04_09_2018;17_32_36;48.089;0.068;11.734;17.336;16.01;45.562
2018-09-04 17_32_52.png;04_09_2018;17_32_52;48.576;0.113;11.662;17.297;16.047;45.682
2018-09-04 17_33_07.png;04_09_2018;17_33_07;48.534;0.109;11.678;17.316;16.051;45.749
2018-09-04 17_33_23.png;04_09_2018;17_33_23;48.189;0.141;11.622;17.314;16.063;45.923
2018-09-04 17_33_39.png;04_09_2018;17_33_39;47.646;0.085;11.596;17.264;16.038;45.735
2018-09-04 17_33_55.png;04_09_2018;17_33_55;47.937;0.157;11.551;17.302;16.027;45.61
2018-09-04 17_34_11.png;04_09_2018;17_34_11;47.249;0.077;11.623;17.272;16.015;45.606
2018-09-04 17_34_26.png;04_09_2018;17_34_26;46.806;0.055;11.587;17.242;15.993;45.701
2018-09-04 17_34_42.png;04_09_2018;17_34_42;46.18;0.062;11.503;17.201;16.032;45.776
2018-09-04 17_34_58.png;04_09_2018;17_34_58;45.947;0.115;11.592;17.223;16.013;45.763
2018-09-04 17_35_14.png;04_09_2018;17_35_14;45.546;0.059;11.619;17.176;16.024;46.138
2018-09-04 17_35_29.png;04_09_2018;17_35_29;45.399;0.099;11.583;17.181;16.009;46.188
2018-09-04 17_35_45.png;04_09_2018;17_35_45;44.648;0.07;11.679;17.174;15.989;46.372
2018-09-04 17_36_01.png;04_09_2018;17_36_01;44.668;0.081;11.654;17.128;15.991;46.548
2018-09-04 17_36_17.png;04_09_2018;17_36_17;44.574;0.033;11.686;17.074;15.963;46.775
2018-09-04 17_36_32.png;04_09_2018;17_36_32;44.527;0.03;11.736;17.014;15.934;46.864
2018-09-04 17_36_48.png;04_09_2018;17_36_48;43.855;0.046;11.696;17.02;15.959;46.999
2018-09-04 17_37_04.png;04_09_2018;17_37_04;43.297;0.056;11.672;17.004;15.943;46.965
2018-09-04 17_37_20.png;04_09_2018;17_37_20;43.441;0.332;11.658;16.989;15.931;47.078
2018-09-04 17_37_36.png;04_09_2018;17_37_36;42.543;0.1;11.677;16.95;15.932;47.219
2018-09-04 17_37_51.png;04_09_2018;17_37_51;42.147;0.11;11.64;16.961;15.889;47.37
2018-09-04 17_38_07.png;04_09_2018;17_38_07;42.334;0.182;11.694;16.953;15.949;47.677
2018-09-04 17_38_23.png;04_09_2018;17_38_23;41.924;0.125;11.61;16.904;15.893;47.782
2018-09-04 17_38_39.png;04_09_2018;17_38_39;41.411;0.07;11.753;16.916;15.891;47.774
2018-09-04 17_38_54.png;04_09_2018;17_38_54;40.868;0.051;11.778;16.874;15.873;47.851
2018-09-04 17_39_10.png;04_09_2018;17_39_10;40.331;0.1;11.705;16.869;15.919;47.903
2018-09-04 17_39_26.png;04_09_2018;17_39_26;39.986;0.088;11.688;16.872;15.909;47.872
2018-09-04 17_39_42.png;04_09_2018;17_39_42;39.806;0.079;11.66;16.872;15.926;48.063
2018-09-04 17_39_58.png;04_09_2018;17_39_58;39.305;0.053;11.782;16.837;15.894;48.446
2018-09-04 17_40_13.png;04_09_2018;17_40_13;38.621;0.034;11.751;16.822;15.877;48.365
2018-09-04 17_40_29.png;04_09_2018;17_40_29;37.913;0.09;11.806;16.82;15.911;48.364
2018-09-04 17_40_45.png;04_09_2018;17_40_45;37.206;0.061;11.76;16.747;15.936;48.676
2018-09-04 17_41_01.png;04_09_2018;17_41_01;36.666;0.078;11.814;16.809;15.956;48.827
2018-09-04 17_41_16.png;04_09_2018;17_41_16;36.389;0.087;11.833;16.791;15.94;48.981
2018-09-04 17_41_32.png;04_09_2018;17_41_32;35.666;0.039;11.824;16.756;15.932;49.035
2018-09-04 17_41_48.png;04_09_2018;17_41_48;34.795;0.177;11.726;16.76;15.866;48.906
2018-09-04 17_42_04.png;04_09_2018;17_42_04;34.249;0.112;11.687;16.795;15.842;48.653
2018-09-04 17_42_19.png;04_09_2018;17_42_19;33.723;0.076;11.822;16.783;15.882;48.892
2018-09-04 17_42_35.png;04_09_2018;17_42_35;32.761;0.068;12.026;16.722;15.847;48.876
2018-09-04 17_42_51.png;04_09_2018;17_42_51;31.907;0.114;12.082;16.757;15.842;49.232
2018-09-04 17_43_07.png;04_09_2018;17_43_07;31.164;0.078;12.048;16.697;15.865;49.438
2018-09-04 17_43_22.png;04_09_2018;17_43_22;30.33;0.034;12.037;16.718;15.868;49.313
2018-09-04 17_43_38.png;04_09_2018;17_43_38;29.238;0.121;12.041;16.671;15.857;49.583
2018-09-04 17_43_54.png;04_09_2018;17_43_54;28.163;0.046;12.068;16.63;15.871;49.701
2018-09-04 17_44_10.png;04_09_2018;17_44_10;27.046;0.235;12.032;16.626;15.855;49.842
2018-09-04 17_44_25.png;04_09_2018;17_44_25;25.735;0.076;12.083;16.572;15.832;49.96
2018-09-04 17_44_41.png;04_09_2018;17_44_41;24.501;0.077;12.058;16.535;15.86;49.987
2018-09-04 17_44_57.png;04_09_2018;17_44_57;23.892;0.058;12.074;16.546;15.869;50.338
2018-09-04 17_45_13.png;04_09_2018;17_45_13;23.332;0.066;12.076;16.515;15.849;50.347
2018-09-04 17_45_29.png;04_09_2018;17_45_29;22.73;0.072;12.075;16.501;15.855;50.498
2018-09-04 17_45_44.png;04_09_2018;17_45_44;21.883;0.151;12.075;16.466;15.818;50.684
2018-09-04 17_46_00.png;04_09_2018;17_46_00;20.906;0.098;12.044;16.429;15.827;50.746
2018-09-04 17_46_16.png;04_09_2018;17_46_16;20.021;0.044;12.045;16.424;15.809;50.879
2018-09-04 17_46_31.png;04_09_2018;17_46_31;19.779;0.042;12.073;16.401;15.819;51.083
2018-09-04 17_46_47.png;04_09_2018;17_46_47;19.246;0.075;12.007;16.384;15.812;51.041
2018-09-04 17_47_03.png;04_09_2018;17_47_03;18.548;0.069;12.025;16.38;15.819;51.147
2018-09-04 17_47_19.png;04_09_2018;17_47_19;18.347;0.048;11.998;16.363;15.808;51.185
2018-09-04 17_47_35.png;04_09_2018;17_47_35;18.016;0.345;12.01;16.338;15.822;51.236
2018-09-04 17_47_51.png;04_09_2018;17_47_51;17.2;0.092;12.073;16.332;15.797;51.352
2018-09-04 17_48_06.png;04_09_2018;17_48_06;17.063;0.38;12.076;16.247;15.791;51.351
2018-09-04 17_48_22.png;04_09_2018;17_48_22;16.876;0.569;12.046;16.293;15.838;51.363
2018-09-04 17_48_38.png;04_09_2018;17_48_38;16.442;0.131;12.017;16.295;15.815;51.476
2018-09-04 17_48_54.png;04_09_2018;17_48_54;16.443;0.112;12.047;16.296;15.811;51.313
2018-09-04 17_49_09.png;04_09_2018;17_49_09;16.465;0.115;12;16.271;15.789;51.425
2018-09-04 17_49_25.png;04_09_2018;17_49_25;16.024;0.099;12.021;16.285;15.734;51.672
2018-09-04 17_49_41.png;04_09_2018;17_49_41;15.886;0.12;12.072;16.219;15.732;51.743
2018-09-04 17_49_57.png;04_09_2018;17_49_57;15.438;0.094;12.021;16.251;15.716;51.785
2018-09-04 17_50_12.png;04_09_2018;17_50_12;15.438;0.048;12.071;16.193;15.759;51.868
2018-09-04 17_50_28.png;04_09_2018;17_50_28;15.207;0.091;12.034;16.169;15.774;52.059
2018-09-04 17_50_44.png;04_09_2018;17_50_44;14.494;0.051;12.056;16.139;15.743;52.167
2018-09-04 17_51_00.png;04_09_2018;17_51_00;14.234;0.219;12.011;16.084;15.711;52.202
2018-09-04 17_51_15.png;04_09_2018;17_51_15;14.345;0.055;12.044;16.097;15.746;52.243
